Blabla,Something
102966,18108
72251,5025
29674,0
707013,0
356923,0
307466,0
579164,0
578034,5316
92533,4653
656022,7590
588442,8061
232467,0
130833,7875
670417,7353
333667,6902
658744,5229
25048,0
527714,9267
174280,11586
477449,6538
504251,5909
603426,4618
200630,5954
395647,4224
225772,3807
691785,0
156762,7809
436410,13106
535232,8903
123534,0
39218,3909
372535,12539
494671,5002
235185,6094
109526,7674
161950,6887
588460,0
351876,9040
377225,4937
324725,0
187006,9114
637489,5573
625931,6450
473482,7856
141384,3620
246341,6943
19115,7511
105138,9730
167971,6469
42004,3915
190531,4815
453069,7319
647113,5847
523032,0
301409,12916
26840,5060
79955,0
408759,2848
605321,5021
187391,13429
47394,4920
281305,0
181089,0
493659,3167
339093,11116
688482,7241
583365,7618
498156,3177
136869,7942
111523,4706
416004,13128
705809,8698
307265,6700
449335,7029
397158,9804
348604,0
327549,12045
223450,0
461349,8932
657996,3714
161095,5200
370154,4134
350504,0
67635,2631
332868,3019
680531,9834
256233,6994
168674,4096
533073,8843
573252,5946
568805,6319
28266,7127
149557,8046
72163,3463
565981,0
230443,0
254522,0
338354,8111
665652,4625
380532,5825
12797,4039
172856,4435
582025,8949
64968,14105
121767,5040
601292,0
277483,3903
290416,10263
185290,0
5005,5721
452132,0
318757,10597
64762,15447
176887,6961
217696,4010
307947,5815
150599,0
647166,0
91083,4734
212010,9454
90864,0
49800,6795
428172,0
215013,6973
474250,4771
11089,2279
500795,8035
126946,0
530551,5990
258406,5959
258370,0
381298,0
93180,0
539375,6176
518416,6655
6691,6641
585711,15107
66975,11152
335955,4474
414107,9707
577527,8511
252350,4777
600323,0
664395,5517
622828,0
553698,0
314622,8610
621646,0
519299,6047
274067,1679
421217,7667
484751,6786
233883,4949
608596,4801
539252,0
390166,9677
41325,5170
189257,6749
252600,5822
191935,7767
353603,7705
448584,5840
289427,7577
456231,13548
173161,6472
706435,13691
194666,0
605249,0
649240,4972
178329,8018
141428,7765
434775,5745
78778,9449
176391,5741
154599,8905
234322,9894
440194,4951
663100,6285
622458,5993
686430,4184
74424,3460
166229,8636
547885,0
638426,7099
331623,0
605272,0
418182,7134
305460,14597
359128,0
215751,0
48354,10932
440279,2908
118489,7636
197348,7193
267971,0
204517,0
407025,0
138989,13122
545963,10356
176434,4771
500223,3029
283661,9781
708989,9860
568704,3964
646147,8699
124042,11292
226073,0
593282,8025
684691,0
109829,4581
425188,7986
220584,6492
72522,7251
235363,7750
235050,6384
306493,5288
487886,4806
136602,6611
135658,12022
409820,13384
197536,0
371860,7988
41994,5832
572349,6205
359817,3746
570114,3802
142040,9406
711597,7742
300747,4249
25574,0
444984,0
696051,3269
688161,0
111778,6617
223464,6035
148313,5394
160621,0
374584,0
650716,7875
386667,7909
211629,5598
301659,3427
678516,2113
365609,0
622985,4455
403293,0
105540,0
452637,8091
382235,5758
697864,7286
120059,7074
454980,6798
159810,0
610419,6702
156566,0
70761,7748
460116,7629
651562,0
175517,7209
242844,7977
377931,6289
376843,11570
323592,0
542012,5494
282413,4422
258305,5748
140833,3923
299438,5004
634114,0
178330,6256
170599,8874
451812,3074
24438,7197
380299,8004
562103,0
631193,9321
329884,5535
255302,6437
22406,11393
43722,6096
350981,6296
364578,4217
273322,11990
426857,4314
490729,0
103498,5277
505394,3043
459066,6286
607758,7498
657892,0
451432,8512
360833,4794
334959,0
638603,8054
440117,7643
581678,4762
292871,9558
298411,7266
219932,7812
155182,6485
692438,0
708535,8293
553799,0
342794,10774
518992,1214
349953,0
259915,5615
111623,0
392829,5740
398274,6840
500560,4150
236519,11252
660513,6591
587535,0
177482,0
625232,15536
561263,4350
467980,7361
441679,8022
642869,6290
133265,7673
191875,14269
385642,9627
181249,0
95175,5750
104564,10950
314663,5501
664716,10427
389865,7501
637046,4210
316579,10927
368051,3562
278861,0
79557,10422
110202,19137
155932,0
599357,4976
145708,6269
303426,8372
322189,0
574745,4840
321213,5219
556016,7164
608698,7959
36111,12658
3306,0
641893,6191
468306,6356
493747,0
482287,3532
554007,5704
160766,3704
248861,6994
25324,12808
680852,4343
356665,4082
176304,0
599381,0
194382,4869
37101,6655
231866,3400
220530,9355
279349,5824
211230,3821
321891,0
328932,0
230556,2387
497025,0
592950,0
2383,5453
245075,8196
614083,7224
370868,12521
99335,3615
227859,4954
253139,0
559744,7232
81513,10676
432526,0
407919,3487
290885,10191
129747,5602
471305,12471
417654,10437
73155,5971
472129,7101
150984,0
478091,3202
158400,8709
501426,5672
166759,0
226403,4628
548600,3348
386440,0
426370,4117
85699,8095
500743,7122
562525,7364
392077,0
264879,9979
480920,6971
225634,6464
533043,6692
319795,7282
36628,5856
568625,7276
5879,8594
77556,9325
106861,5989
589337,5403
84577,5297
83935,8028
542646,7298
79826,5696
100683,3733
511676,8541
502508,2474
212719,8310
437212,6695
485630,3965
567506,0
274752,4307
284335,8225
562764,0
62106,6122
48104,4016
487231,5122
245830,11095
388550,3428
389079,4656
654755,3443
2315,5469
352948,7396
279074,7289
639076,2521
629133,7149
467354,4305
318139,0
103641,20224
36938,3070
626395,8100
250744,5212
329692,13542
550593,12177
8017,6418
131925,3061
431131,0
705604,11744
150274,2594
629154,6473
179439,4366
447326,0
224150,0
19844,0
626196,4020
180405,0
74359,6667
31894,5197
214329,0
20350,10946
630511,5721
356519,4330
229348,0
274837,7617
311785,4646
550822,7606
578662,3624
668877,6107
331336,10568
348760,7300
52721,11950
247840,6533
396042,11541
619268,12455
14194,9269
491597,3941
513766,8131
634752,0
630355,14840
340401,16528
23149,0
80143,0
144975,8113
709638,10534
138030,0
42474,5652
417708,3982
375980,6795
111230,0
669174,0
329502,5929
481380,0
62579,0
575562,0
444422,16279
273148,6302
22419,8381
524921,0
67468,5135
69562,7057
385784,7334
639824,8434
566114,5056
410735,0
292315,5010
615172,8166
278415,4077
454565,4498
497388,4161
146452,4571
274855,5694
7323,9300
104860,8001
113306,8930
463756,0
97512,6031
332076,6866
357619,2595
236435,4803
455576,5696
255389,0
194272,0
564540,0
33353,6714
616296,7459
389474,8437
662616,7576
458300,9045
617731,0
213883,8727
649151,7086
261009,8806
269047,9761
404752,6478
49287,5560
349138,0
254313,12541
465000,0
394297,6472
191725,3212
699477,10748
597005,13291
498880,6268
294676,5236
693763,5241
519260,5922
364945,10276
267693,0
67611,12529
270503,2155
23278,0
33842,9898
484907,0
707879,5133
706800,3037
259436,6201
477576,6621
234164,6534
267033,19511
112173,0
204670,0
372315,0
329830,0
501136,0
256936,3235
383231,8771
487801,7260
81704,0
523382,9746
457292,0
184740,10061
29919,8867
206349,5182
472848,6826
15775,8735
262973,5069
34246,5130
592915,5234
229030,16646
554625,6325
335767,3164
332560,8026
154153,8024
567969,5622
75192,5761
139196,0
253700,3767
425994,6434
178946,6797
555490,6806
501059,4586
13386,4891
670744,5022
241419,11266
237057,4478
246120,6337
70991,9184
296809,4332
424972,7827
446075,15740
515227,4870
393375,4475
342087,9735
642829,4943
376352,5269
306589,10134
20068,0
519301,6275
70549,11485
307893,5028
156321,9435
12107,3274
560678,6872
701390,10735
214857,0
424758,4205
117597,8994
192427,3537
644090,7149
297292,8442
422804,9924
523641,6837
44353,5041
602356,8699
536821,2519
222368,11693
636112,16100
581884,3221
592100,7732
448170,6852
457867,0
128499,4213
629021,6757
667901,4016
387808,9207
433695,7297
375554,5507
240506,0
535392,4027
150163,7843
157567,4651
353107,6030
122613,9052
352587,7518
294000,7488
564707,5597
82227,9851
61566,0
311261,0
383440,0
672634,15852
498677,7681
274205,0
418419,4730
639907,4132
553481,4821
213238,11263
258046,0
293290,4796
462160,10552
658035,6632
578139,0
400664,6204
530112,5997
158336,2128
677777,13131
551812,7944
204189,9140
571331,10157
284969,5328
534000,7414
200047,7378
345048,5376
666582,8950
406431,8435
401299,2881
130512,5088
478429,4432
196274,2589
1821,8602
32744,5183
84006,8324
525657,13055
143000,5219
236787,6584
339028,6719
619046,6049
464373,0
440110,6118
116102,10379
268023,6968
343443,5134
168308,6031
711909,10058
498620,3528
161466,5107
551363,10823
75447,6374
497757,7043
616707,12099
82164,0
102232,0
494658,3211
600931,20459
641890,4483
220978,4636
516548,0
619779,7290
52187,6543
489530,10084
235965,10656
233908,6071
594992,3446
553193,4653
441001,15961
40104,10349
700895,6172
467409,0
125701,4290
584357,7621
116887,0
504527,6241
353014,2499
50423,4817
180615,7313
304277,6529
124557,8082
180008,0
440903,6868
490681,0
512358,5967
387805,7219
146575,9036
380846,5552
103025,7869
87751,12189
45268,0
38477,4687
456381,5084
402149,7916
19849,6820
543086,4698
379133,6107
499411,8106
107893,0
230481,25228
284898,7667
244470,7255
569451,0
611424,5591
132331,12108
610639,5651
513348,4275
49633,6614
373220,3983
172454,0
663564,3696
315831,5487
246819,8788
110872,8920
260294,7201
86794,5137
296819,7081
543078,7820
422113,7918
93010,4116
503388,7847
287986,0
53084,3421
307842,0
434071,12592
514151,0
524130,0
610696,3551
128609,7438
613671,6127
470513,5383
48646,5046
462831,4718
634268,5401
295015,6482
252675,2902
476511,4114
504121,6227
206027,5654
128971,4734
472514,1513
131565,9824
404435,6219
252636,9189
496215,4609
498775,3342
524627,3626
54726,4784
211549,10162
123761,0
507492,4102
601845,6438
141944,3918
285429,0
419031,5982
588407,10303
299318,4510
56776,3342
340850,8863
651438,7231
325285,5909
213694,0
226052,4008
487928,7487
66848,0
322439,7620
234039,5836
422234,9564
319902,5840
304806,6982
650838,3821
494650,11613
340606,10930
687258,3165
71929,0
142370,4944
593932,5694
531103,3703
415561,7447
438545,8894
319188,7329
492807,2833
546104,2454
362711,12114
507600,11101
395655,7732
488498,6913
625309,15683
281279,0
332412,6854
555507,0
166474,5994
247692,5054
310818,0
427809,5392
106676,7104
118504,0
111280,8596
385707,5831
528723,10234
577909,3271
124125,3373
144820,7630
620735,5165
241504,4248
253761,5783
403264,4140
184710,6890
608497,8217
531052,9822
621382,3364
674752,4729
624027,12817
15013,15971
686616,8484
447299,7109
268914,3780
577830,1564
116076,9218
120870,5112
83922,5807
526126,8375
109831,6868
44653,0
449648,4345
408256,11364
453955,0
482863,15302
333065,5255
427949,7396
512140,3789
525116,4660
362507,0
463187,0
608755,8114
270615,6138
615088,6846
426365,6347
75996,4105
703749,4865
539705,5059
156785,6704
457516,7872
260457,6098
138225,9159
229041,6941
18150,4898
525502,5893
138530,5814
680019,3227
77564,3549
57863,8016
431343,0
43506,6291
178581,0
95942,5500
337908,3451
296848,3391
117749,5014
305646,5971
306570,6398
73662,3520
139150,8318
97026,5217
604663,0
493541,0
407018,3294
249408,3017
234347,5622
680787,6501
225108,15162
187716,5333
32587,0
385612,2756
318653,6523
279977,5899
402097,3792
490817,0
124979,12661
609059,3639
684912,4832
60727,10301
218229,7554
162642,0
174322,6548
428448,6899
324455,0
681678,6802
267766,9989
597083,0
126027,11250
121128,8377
274658,11673
547713,6152
708732,9155
135070,16657
243350,7838
641480,2711
174074,4004
25159,3667
79008,6631
361430,0
522195,7845
162416,5493
626453,5979
314714,9051
149583,4427
563674,12950
640304,6615
365864,4590
369313,3167
502789,6446
296154,4157
665979,5991
537635,4857
582604,4311
54091,3670
236632,11070
635377,5760
495128,5522
280027,5908
610261,0
339205,7479
354424,4365
103570,5547
256134,9958
461852,2568
492019,0
305013,3758
686098,5033
197232,6065
641766,9244
250978,7160
646014,6251
130356,0
302290,3872
200851,1624
260858,4912
58573,7430
297946,10864
325551,7119
528442,10100
10316,0
670162,7432
509170,7399
50428,0
510947,5058
170056,6153
290548,8967
101230,3683
596360,7433
483063,4921
216135,6083
258094,6907
585307,7354
579295,4985
109145,0
79497,4903
661413,6338
323232,12368
686305,9484
213198,5857
641604,10913
303161,6438
178702,0
248240,9837
403911,13864
396327,0
657484,12884
562331,7116
458879,8422
355471,7593
224226,6431
443019,5587
375460,6262
348871,5476
601021,10414
197841,0
662766,0
659901,8641
636878,9333
215626,7384
594158,7949
187432,0
253381,13182
492641,7052
671123,4166
609239,0
589924,0
217307,7324
257919,4812
115043,5126
438297,3503
709080,6955
82173,10313
80279,6113
407619,7556
166479,7383
687850,6294
122944,11164
16087,8070
246257,8385
277975,2189
177443,5222
105215,20490
4618,0
258259,5827
544721,7319
362719,5573
623186,0
540035,9320
591209,10575
629982,6851
276365,9357
95162,4306
551765,5812
364643,5618
43285,4749
640874,5560
491858,8838
67415,6668
43522,7039
145622,4364
650314,7736
698870,0
391218,8563
2602,9680
36147,11387
3777,4232
662491,8629
177074,0
647158,4082
332516,7519
265088,0
341586,5533
201919,11001
637404,2347
525884,6541
231908,12958
499156,7887
247424,3704
488425,7921
218083,5932
431220,4408
584518,6746
608762,4540
212257,3863
363016,5965
509273,8276
77144,10603
553172,3709
567102,3671
518463,3150
486688,9844
332030,4480
489098,5995
535205,14108
67570,0
664899,13834
416127,6423
680750,2141
289649,2821
519457,10540
348407,3929
358342,11111
179853,0
306183,4601
367183,14397
529882,3557
350154,6991
684577,0
194961,7321
579330,8812
493418,4665
547901,8695
659975,9921
512561,5608
162028,8633
339956,8749
116392,8283
631158,7179
452947,14560
606615,4936
530778,0
72966,0
116016,8520
144577,15804
243628,7899
55388,3847
82084,0
85674,8671
296766,4611
640711,10012
441576,9328
583156,6964
95948,6449
5921,5415
41068,20334
447866,10457
292432,5802
110554,6071
443590,4565
153736,0
17483,2252
406205,0
574260,8152
156627,4246
415392,2925
249386,11953
224268,9837
381083,5108
299013,6310
247168,6480
576413,8446
579577,6803
88225,0
148294,5732
517037,6754
228816,5398
88786,5971
24446,5098
621720,6709
132079,10789
611390,3941
26701,15681
642218,12922
233693,4968
588031,5491
277949,4351
129273,5123
590142,12687
299633,8420
412550,8511
93539,9607
638851,8042
134207,0
69817,6445
402914,8659
545891,11945
147445,0
421267,5308
30434,5214
657303,6077
652511,3923
375866,13567
423731,0
695726,14479
70555,3567
479562,0
295721,6817
376686,0
132460,3769
378177,4324
296785,10003
434179,8230
177178,6916
29256,4374
64033,8952
187958,5788
484348,11766
317725,6269
648618,8701
682715,7009
298064,4231
66073,6603
626669,7624
506600,3569
202529,5111
234136,7641
159628,10907
18496,5483
543082,5857
710223,3334
677196,0
356211,6727
281910,0
59849,4742
695644,11826
665639,3439
1640,5349
293079,5330
414614,6718
281899,0
573468,7943
701342,4885
112613,4407
544508,8806
107515,0
650999,3077
220803,4920
592335,4911
79790,10686
159613,6614
533466,7781
358136,5838
708704,4470
434578,9169
42872,8565
124361,8568
697655,7736
498154,3547
406480,8501
690796,10035
617147,4347
418017,4088
465984,3003
29660,6966
415376,5526
120179,5157
328307,6840
496609,11277
65209,4358
590046,11658
662426,5682
378916,7929
297065,7985
586629,2775
641227,0
440998,0
645112,5114
699588,13054
469,0
549540,10783
632858,10925
522837,3804
93055,0
21776,0
166107,0
268609,5377
524255,3742
352789,5276
190279,5823
254622,4788
302883,8081
101454,10806
514093,6506
98916,0
20529,7309
293378,4158
697835,7275
22875,4050
410297,4964
238456,0
341926,0
317890,4706
154424,0
253559,13476
418159,8113
449681,4027
611957,6342
325863,16167
461184,6938
123708,6794
9084,7241
193765,4088
85266,0
639079,11743
593389,3550
544974,8143
262267,2425
207393,5951
406428,12848
435408,0
245811,13632
518626,0
569115,4182
133916,8517
609626,10114
510379,4165
282054,11054
553622,10077
707335,4749
156362,5548
288684,11056
382102,7929
307159,3942
560036,7301
635224,0
47007,4950
102821,6366
126352,0
11491,8631
298604,2683
338271,3496
296677,5193
578909,4160
282002,2257
178664,10569
352123,0
95043,5863
544283,859
68309,7869
659420,0
662220,4926
675619,6950
293820,0
707954,8464
541767,0
38012,2603
349470,2448
601785,7785
647057,7146
406554,4897
481183,0
208230,6649
142056,0
440382,8164
364529,0
491914,0
362112,10098
398533,5646
640426,0
614896,4275
382814,7532
395585,0
353564,0
195722,4670
51477,5569
108046,6164
355335,11587
655901,0
579847,0
128967,8781
635383,0
251189,3954
708484,13039
323733,0
493102,5105
550016,0
202687,0
34452,9797
282987,5468
589424,0
617364,4443
484062,7127
508239,4773
409186,5647
708453,6725
210530,15364
341822,0
633939,5945
261897,6300
566145,7419
229088,7167
148422,6575
181951,0
501044,7578
691706,7977
64901,0
497098,12856
567068,5148
483743,5542
271429,4802
634193,0
486886,7331
183832,4591
200942,0
35681,6511
659047,4126
659241,6170
305723,4922
137078,5098
478807,0
491475,5080
256237,7957
471995,4799
645515,5845
644286,4266
425785,4341
273348,8056
478219,9792
566563,8094
88649,0
514012,7229
364748,6083
629608,8305
105892,0
584306,0
573735,7347
392777,8288
104080,0
116461,8271
225972,0
556811,3185
358188,0
480704,8148
526756,6399
655413,9053
412987,7317
207938,7118
241383,6055
73528,3895
522340,2940
251894,10298
248413,9772
559664,7849
319440,4609
282017,7693
308934,3683
389682,5989
32265,9758
337867,9331
290105,10456
85430,6780
271038,7385
59352,7531
563715,6032
434596,4490
585028,0
66417,7804
2794,0
210256,7039
203876,13212
17786,10421
489441,6014
546432,3911
398541,5907
317353,0
467343,5557
364128,6244
85726,2715
547070,5746
126389,0
193213,4569
632018,5907
209980,0
461826,4865
161409,0
418474,3398
283598,0
174923,0
478945,2207
170144,3965
346197,0
19897,0
699708,0
261675,4706
316267,2996
85804,5856
561528,7611
83586,5283
399968,5304
391584,3022
183506,5742
325478,4232
143648,7482
153524,4365
309548,7394
476273,9875
355322,7588
4129,6787
80496,3943
519258,6589
609171,12883
561980,7227
458751,0
688193,3547
16296,5737
318350,9350
141417,6507
354809,5192
103354,0
507113,4920
656804,0
341582,9124
440395,8880
133832,0
231774,15523
202228,6844
458903,5801
189289,8643
418355,0
345908,5935
433350,5320
365755,0
127746,13097
165912,3552
388331,2451
269276,9250
356351,4616
256176,0
647748,4956
443145,6001
273462,0
532493,6581
355187,7149
325538,13612
674935,5096
651111,6797
338664,6038
93339,4661
535173,10926
665684,7957
233821,8440
611336,8858
708080,5088
177008,6085
555367,0
515276,4584
387221,9370
440156,0
686840,5766
273499,6157
659440,0
581802,8353
265125,4341
524832,13230
681446,4566
509463,5514
580740,0
626727,8427
83254,8125
314679,8013
53101,11550
528926,22394
438575,8308
60859,7868
302860,6267
677212,11061
604018,9746
662814,4940
53310,7428
300757,5202
380294,0
628028,4992
596692,15851
421775,6353
612614,9515
142605,4642
503940,3177
106659,3677
581868,4812
226005,6523
381317,0
633691,12442
118884,1839
587529,13848
505682,4596
599139,3881
41710,3875
523565,2726
180156,0
670511,3680
243828,5871
192191,0
674479,0
411064,6843
14313,9954
129436,3775
106620,9987
20884,5754
72135,4382
634685,4152
420782,6742
534167,0
247155,3760
65175,8669
68271,6374
695857,4227
447669,13935
94318,13999
213779,6022
284490,9003
648518,4989
26529,9211
344528,12987
34102,6493
577413,12813
545589,5257
297208,7148
240839,13412
371790,0
245290,4122
674383,3172
464726,3716
439712,4250
398967,3301
633107,6527
606489,0
204886,4225
323206,0
647413,7704
32461,7113
235125,4068
238792,13757
291491,0
471203,4302
464607,3860
420386,2868
426439,18280
564262,11459
121931,0
502908,6333
663895,0
210211,0
68764,4105
144335,2165
583051,7487
501301,0
471719,0
170017,7555
72297,2990
315973,8040
295494,9186
12928,4600
564603,0
617067,0
394332,2102
251264,7502
308184,7303
254820,9806
241387,0
580090,4657
480292,7856
281418,4489
170340,9211
499769,8017
509499,5561
213323,0
172960,0
203602,4781
240461,0
458563,6345
119454,4888
446228,5099
693015,4898
344289,5784
405880,7316
189013,6394
88755,5212
391655,2791
79563,15888
589967,7945
15902,6997
98977,2273
707399,5613
690714,8391
426533,11982
214734,4174
588899,4770
429005,8121
410246,5716
9947,0
216092,2636
478181,5779
654201,0
81839,9102
680163,6436
568925,0
234807,5446
423956,6601
701131,13164
490699,2942
553910,7122
442744,5216
160455,0
428710,3307
262706,15362
548422,8569
526285,0
626176,7753
291128,7998
194697,0
636570,4135
379747,7421
554400,0
12210,6527
663585,7734
130307,5477
51483,5984
60856,0
621330,3788
116896,6240
687442,5589
655327,6536
434161,5670
327115,8323
135777,3881
427126,14383
691384,5876
592613,0
612536,4091
261108,0
444659,4923
352615,5349
233006,8771
264817,0
541359,9865
195553,6290
690054,0
487737,8713
661894,14460
340788,4399
178703,5253
679688,8537
15099,0
40526,4895
130224,5007
640889,3970
569363,3738
494577,5616
695728,8487
692961,9978
686288,10250
617660,6638
617536,5449
362293,6519
220013,13130
299563,6043
358388,4358
587743,5057
112413,7557
242419,8013
475875,9879
356319,7045
284785,5703
503726,0
676008,5715
611622,0
450509,4830
649764,4411
100416,1776
535374,6215
452463,4625
486775,0
299095,0
286707,3997
489603,7944
294698,5854
379760,5109
430070,0
114624,13793
518115,3379
605514,4074
284933,8018
318737,5749
21634,9748
127439,14348
358450,8398
55132,4621
402866,3771
85552,0
332171,8974
353607,3048
333273,0
452195,8913
636434,9081
220707,9120
638773,6331
641541,4727
186642,6534
62508,0
294071,3057
380599,4381
529923,6144
364464,3428
288066,5762
176792,6713
123927,6401
379651,11658
454014,9046
94393,0
453369,4943
92029,0
556257,4808
308881,0
264032,0
59905,0
663253,6999
196123,0
302753,0
512669,0
97296,6806
553431,6961
437831,12322
496337,5065
419414,8515
98361,6476
468156,4769
247903,0
684856,10028
374619,7635
504303,0
658504,10721
632585,6360
14756,8287
553986,2246
560044,12503
708876,12186
362328,5921
274296,5021
597986,7785
371184,3391
185403,8005
601786,4234
562289,5762
53088,0
459479,3483
514396,3638
331353,0
478442,0
458779,6249
457827,6287
551810,8851
266321,6253
508631,4005
562802,0
554480,5481
172956,4312
28130,9622
709703,0
513,11344
157663,0
77806,0
126887,8495
528326,4960
698290,6686
300810,8673
58353,5486
40386,2342
518467,2376
615682,1843
406556,0
435015,8058
73238,5477
560069,2674
445819,10777
554584,0
204437,6022
601825,5316
332143,6959
240931,4972
324497,15695
354795,6513
706906,3115
500477,7168
319317,6242
642004,10128
479283,7718
248382,0
626996,5096
237550,9058
322860,3382
57671,0
14768,0
149605,4344
259700,11891
604389,4985
684748,0
116734,9962
417972,8180
559966,4770
683136,0
544115,5809
466237,4294
39228,3003
569459,5194
509910,7145
604017,6131
320606,5255
604029,0
473866,6005
533774,10195
393000,4100
112159,3265
437521,10467
248625,5336
276982,6056
623159,6885
314959,7569
362046,3989
556147,5059
384212,3046
416961,12630
245639,7520
595417,5541
575119,6866
5944,6201
556268,9239
295013,3852
294744,6923
184052,16634
360541,4878
133490,7976
682230,8297
445346,11078
45,3982
612659,10400
214350,11455
649952,0
230550,5443
82044,8449
446830,3339
374804,5078
503677,0
111392,5681
417441,8315
102827,5650
567282,0
16150,7490
631787,6498
52697,6925
160955,3527
382639,0
154737,3705
416071,5633
317131,3902
668576,12220
113867,7901
527217,0
55829,11439
175348,8783
463411,0
3194,0
574022,9995
483039,3781
432474,4055
63995,3545
648147,3290
494954,3748
394966,16522
267615,0
293028,6218
557354,0
7055,4699
322451,4890
526648,5252
483851,5383
286144,13318
406337,9872
590957,11226
640241,5442
678324,0
414796,15038
24000,7378
423689,10189
154177,8660
288264,4303
392653,6025
575565,0
95683,5558
211288,6451
551938,0
445865,8219
532831,0
479794,3204
58343,10224
317460,9083
43470,0
353950,6006
105006,10005
619996,14132
174198,0
498758,15067
567988,5010
127030,4729
278798,0
242759,12756
317007,4668
243656,7288
534628,4002
231742,6855
319744,12476
377351,7670
56960,16882
617719,0
603038,6211
185549,4728
584522,6725
214656,4289
81892,7774
181889,1584
676369,9667
285530,0
329904,0
503637,8294
667305,1935
672693,6063
54513,4699
643355,4212
92866,3573
68810,0
97347,11235
283135,7665
150079,3199
639089,0
45759,10124
619899,5427
555525,6728
577110,7073
619962,3514
364251,6141
115166,8117
11781,10244
390613,0
542589,4013
389341,0
459306,7687
228613,5645
243759,5129
369475,5437
182823,5816
487506,4659
344397,5422
220952,8848
568028,12689
579793,3797
667338,5067
198733,6118
501862,7566
136697,7525
407491,6143
289740,3372
471929,8131
621668,0
556944,13006
411061,6402
127763,0
275364,6688
469573,8978
42148,13220
532524,10303
488524,7829
489989,4797
397942,3721
577634,3460
558618,3763
119635,6773
18737,14798
257801,8825
625939,0
180635,6709
105253,6625
61645,8247
44122,4857
92817,5881
644946,9642
704022,5099
230627,7099
553357,6341
706850,4435
550165,0
167612,10255
315237,5926
127190,8317
344951,7065
631341,9474
149403,0
708018,4737
49680,6671
274770,3583
652452,5433
620066,4033
240064,3195
71183,0
111016,4821
1592,9398
71082,4542
329813,9266
521178,0
318741,3585
178182,9106
260313,0
37917,5096
180513,7171
166588,6028
48296,0
25566,7281
343739,0
87616,4659
91892,5305
302529,0
58903,11730
161623,17241
272602,4981
570571,6060
57968,21417
63197,8169
662716,8356
342742,3101
426034,0
634577,2592
80855,2913
59137,7524
441383,0
340876,5928
707533,7979
636381,4906
23595,8914
259357,5575
281416,10863
385688,2345
123038,9881
326052,8396
340208,8772
401837,4672
639486,5520
453600,9232
652727,3920
234841,11298
185348,9501
602498,15416
289959,8542
151143,6016
325797,0
560364,7124
635786,12467
130900,8339
579903,10671
613891,10313
277777,5530
366252,2409
483115,5245
683031,4070
536234,11916
442603,1904
321722,9556
295211,5055
361257,6690
523211,11877
134364,5835
609991,5652
264466,0
387021,8562
189051,0
325575,3047
15156,0
129597,0
574648,5171
214206,9679
532239,0
27168,9981
200072,6469
1981,5519
105212,0
99605,5601
478057,7526
237215,2090
200139,8566
239951,5395
225210,3625
430000,6692
356073,6878
262578,11842
378088,0
453688,0
144206,6738
275166,0
584384,3999
668292,0
566328,5264
56791,3962
667993,3436
637052,4355
308115,5429
667316,0
250644,0
235345,2383
79537,0
447932,0
128906,5955
408543,5278
434440,3901
413775,0
615041,6152
291900,0
391317,16183
653651,3347
199190,0
373622,0
57021,0
360499,7175
497637,7061
539023,5076
701477,6452
312859,0
378567,4980
108182,8458
692503,0
651435,3545
302081,0
130879,4694
11418,0
15813,3490
138933,8564
66962,13434
294108,6297
272440,4635
670550,5688
674572,5852
565754,4185
180718,19158
234996,4264
332974,5086
552309,13515
304677,6619
696991,0
684508,0
255119,14917
190403,4542
533537,7860
629706,4004
531542,3305
502517,4883
364036,0
276868,8994
283104,5997
355282,16225
512876,5627
580899,0
614109,13728
412813,11267
594969,4330
554008,0
331891,6568
463924,10871
130815,8976
604128,5233
298193,0
701003,0
402540,5561
497086,4830
251533,0
25836,5824
277921,6517
216455,3028
124934,3783
333270,0
349649,10010
54099,6383
474064,7469
361754,8409
254422,3176
457721,0
618092,0
704783,7295
418078,8252
621425,5576
117578,5231
577994,3809
420999,7277
450582,3491
391061,5556
655364,7449
708528,4727
674184,5278
402267,6940
493734,4816
170933,6347
252948,1564
274612,4537
332039,5165
43463,0
111092,8613
4436,11191
318327,0
125330,0
208330,5087
347425,0
620155,6586
285775,13994
241532,7278
109273,4825
366834,9036
565876,7953
622772,5616
63582,0
245919,7648
387741,0
259565,4921
682495,4735
147629,3843
632257,6473
323040,4186
698563,2651
257509,4033
94869,0
615165,9449
406552,3774
379831,9450
495247,15697
418693,0
390407,11032
639039,13810
230486,10946
105225,4141
574917,18899
393721,5540
226064,5578
228981,0
87691,2443
279460,6014
459352,4148
159962,8278
311981,8656
4796,9501
96699,9580
195381,1611
283672,11400
124522,2086
141586,4605
79125,4465
115568,11653
84200,9743
599665,3332
279047,6575
663891,4377
273713,0
377753,10882
570732,8263
260729,5676
535778,0
649124,8518
577908,7175
220461,3139
487115,7714
371360,11434
579864,8231
364377,11895
198400,5990
511085,2477
291241,6594
151332,6773
146905,9634
189469,0
652084,2309
531132,4069
560712,3879
343803,3932
687162,0
397551,5594
35016,3686
39786,11926
293967,11493
626930,0
521508,7121
380432,6104
13253,0
260621,0
390271,5365
276970,1894
302788,4698
495991,7491
463239,8010
349009,2742
689507,6046
412208,0
296496,11089
391825,0
416739,19760
458248,7972
460028,3981
146132,3645
595547,7635
443189,8788
356474,10113
631920,5305
178605,8136
49917,7994
